obs.ID,PLOT_CODE,SITEABBR,PLOT_ID,YEAR,BASE_REP,TARGET_HAB,light.mean,moist.mean,ph.mean,fert.mean,comp.mean,stress.mean,rud.mean,light.mean.wt,moist.mean.wt,ph.mean.wt,fert.mean.wt,comp.mean.wt,stress.mean.wt,rud.mean.wt
DRS37_2013,DRS_37,DRS,37,2013,base,Lowland fen,6.923076923,8.692307692,9.153846154,2.769230769,1.846153846,4.461538462,1.384615385,7.488372093,8.821705426,10.29457364,2.88372093,2.891472868,5.286821705,1.07751938
DRS38_2013,DRS_38,DRS,38,2013,base,Lowland fen,7.428571429,8.428571429,8.571428571,5.142857143,5.428571429,3.142857143,3.285714286,7.314606742,8.314606742,8.235955056,5.539325843,6.359550562,2.831460674,3.483146067
DRS39_2013,DRS_39,DRS,39,2013,base,Lowland fen,7.8,8.8,11.4,3.2,4.4,6.4,0.8,7.731182796,8.731182796,11.52688172,3.182795699,3.924731183,5.913978495,0.731182796
DRS4_2013,DRS_4,DRS,4,2013,base,Heathland,5.777777778,6,6.111111111,2.111111111,2.222222222,2.777777778,1,6.08988764,6.539325843,6.617977528,2.213483146,1.865168539,4.157303371,1.191011236
DRS40_2013,DRS_40,DRS,40,2013,base,Lowland fen,6.066666667,7.533333333,6.466666667,2.133333333,1.866666667,3.8,1.066666667,7.45112782,8.766917293,9.203007519,2.481203008,2.857142857,6.54887218,1.368421053
DRS41_2013,DRS_41,DRS,41,2013,base,Non-target habitat,5.466666667,6.733333333,8.133333333,4.333333333,4.2,2.066666667,1.066666667,6.3,7.725,7.933333333,4.833333333,3.891666667,1.408333333,0.508333333
DRS42_2013,DRS_42,DRS,42,2013,base,Lowland fen,6.083333333,7.333333333,9.166666667,3.75,5.666666667,3.916666667,1.166666667,7.117647059,8.156862745,10.31372549,3.725490196,6.470588235,5.745098039,1.098039216
DRS43_2013,DRS_43,DRS,43,2013,base,Non-target habitat,6.6,8.133333333,6.666666667,3.533333333,3.466666667,2.4,0.666666667,7.113636364,8.386363636,8.965909091,3.5,4.079545455,2.943181818,0.715909091
DRS44_2013,DRS_44,DRS,44,2013,base,Non-target habitat,6.857142857,8,9,4.428571429,4.142857143,2.857142857,0.857142857,7.31884058,8.333333333,9.869565217,3.811594203,5.173913043,3.057971014,0.695652174
DRS46_2013,DRS_46,DRS,46,2013,base,Heathland,5.529411765,6.941176471,6.235294118,2.117647059,1.235294118,1.823529412,0.294117647,5.784,7.472,7.344,2.352,2.024,2.744,0.36
DRS47_2013,DRS_47,DRS,47,2013,base,Heathland,5,6.6,5.666666667,2.466666667,1.4,1.133333333,0.2,6.385245902,7.639344262,7.418032787,3.262295082,3.368852459,2.262295082,0.442622951
DRS48_2013,DRS_48,DRS,48,2013,base,Heathland,6.090909091,6.454545455,6.545454545,2.181818182,1.363636364,2.272727273,0.272727273,6.675213675,6.854700855,7.897435897,2.333333333,2.623931624,4.034188034,0.495726496
DRS5_2013,DRS_5,DRS,5,2013,base,Heathland,4.333333333,5,5.666666667,2.333333333,3.666666667,3.666666667,1.666666667,5.894117647,6.811764706,7.905882353,3.094117647,5.576470588,5.094117647,1.658823529
DRS50_2013,DRS_50,DRS,50,2013,base,Lowland fen,6.444444444,7.777777778,7.888888889,2.222222222,2.222222222,4.777777778,0.888888889,6.810810811,8.074324324,9.027027027,2.466216216,2.783783784,5.925675676,1.202702703
DRS51_2013,DRS_51,DRS,51,2013,base,Heathland,5.5,5.833333333,5.833333333,1.833333333,3,3.166666667,0.5,6.409090909,6.931818182,7.272727273,1.886363636,2.863636364,5.954545455,0.681818182
DRS58_2013,DRS_58,DRS,58,2013,base,Heathland,5.583333333,6.75,7.416666667,2.916666667,3.25,4.166666667,1,6.56097561,7.951219512,9,2.792682927,4.134146341,5.5,0.841463415
DRS59_2013,DRS_59,DRS,59,2013,base,Lowland fen,6.555555556,8.166666667,7.111111111,3.277777778,2.555555556,3.388888889,1.111111111,7.357142857,8.535714286,8.098214286,3.446428571,4.026785714,4.4375,0.955357143
DRS6_2013,DRS_6,DRS,6,2013,base,Heathland,5.25,6.125,6.125,2,2.75,3.5,0.5,5.659793814,6.742268041,6.567010309,2.164948454,1.917525773,3.649484536,0.432989691
DRS62_2013,DRS_62,DRS,62,2013,base,Lowland fen,7.666666667,9,7.333333333,2.333333333,2.666666667,6,0.666666667,7.866666667,9.177777778,8.177777778,2.8,2.755555556,6.2,0.688888889
DRS7_2013,DRS_7,DRS,7,2013,base,Heathland,4.333333333,4.5,4.5,1.5,2.333333333,1.666666667,0.333333333,5.944444444,6.481481481,6.722222222,1.925925926,2.962962963,4.277777778,0.574074074
DRS8_2013,DRS_8,DRS,8,2013,base,Heathland,6.833333333,8,6.166666667,1.888888889,1.333333333,3.222222222,1,7.43373494,8.319277108,9.084337349,2.361445783,2.740963855,6.120481928,1.530120482
DRS9_2013,DRS_9,DRS,9,2013,base,Heathland,4.5,4.9,4.7,1.5,1.1,1.6,0.2,5.833333333,6.291666667,6.138888889,1.833333333,1.583333333,3.319444444,0.375
DRW10_2013,DRW_10,DRW,10,2013,base,Neutral Grassland,6.375,7.458333333,8.625,5.333333333,4.5,2.416666667,4.166666667,6.719178082,7.965753425,9.390410959,5.739726027,4.886986301,2.801369863,4.414383562
DRW11_2013,DRW_11,DRW,11,2013,base,Neutral Grassland,6.894736842,7.894736842,9.736842105,5.684210526,5.368421053,2.684210526,4.526315789,7.052132701,8.052132701,9.592417062,5.668246445,5.274881517,2.848341232,4.559241706
DRW12_2013,DRW_12,DRW,12,2013,base,Neutral Grassland,6.611111111,7.555555556,9.277777778,5.611111111,5.5,2.111111111,5.666666667,6.459302326,7.343023256,8.63372093,5.337209302,5.837209302,2.122093023,4.540697674
DRW13_2013,DRW_13,DRW,13,2013,base,Neutral Grassland,7.125,8.125,9.25,5.8125,5.25,3.9375,5.125,7.216814159,8.216814159,9.066371681,5.809734513,5.172566372,3.938053097,5.17699115
DRW14_2013,DRW_14,DRW,14,2013,base,Neutral Grassland,6.272727273,7.181818182,9,5.272727273,5.272727273,1.636363636,5.818181818,6.92,7.89,8.44,5.93,7.41,1.25,4.66
DRW15_2013,DRW_15,DRW,15,2013,base,Neutral Grassland,7.052631579,8.052631579,8.736842105,5.947368421,4.894736842,3.368421053,4.789473684,6.935185185,7.935185185,9.240740741,6.018518519,5.208333333,3.611111111,4.884259259
DRW16_2013,DRW_16,DRW,16,2013,base,Neutral Grassland,7.037037037,8.037037037,9.777777778,5.518518519,5.259259259,4.259259259,4.777777778,6.897526502,7.897526502,9.890459364,5.61130742,5.247349823,3.939929329,5.060070671
DRW17_2013,DRW_17,DRW,17,2013,base,Neutral Grassland,6.6,7.6,9.3,6.2,7.1,2.4,4.5,6.75,7.75,10.20833333,6.46875,8.114583333,2.25,3.166666667
DRW18_2013,DRW_18,DRW,18,2013,base,Neutral Grassland,6.8,7.75,8.6,5.75,4.35,2.7,4.85,7.075471698,8.070754717,9.033018868,5.759433962,4.83490566,2.297169811,4.54245283
DRW19_2013,DRW_19,DRW,19,2013,base,Neutral Grassland,6.833333333,7.833333333,8.666666667,5.666666667,6,2.833333333,4.333333333,6.978723404,7.978723404,8.712765957,5.617021277,5.191489362,2.590425532,4.712765957
DRW21_2013,DRW_21,DRW,21,2013,base,Neutral Grassland,6.55,7.5,8.3,5.45,5.85,2.3,4.55,6.352564103,7.294871795,8.211538462,5.358974359,5.198717949,1.923076923,5.91025641
DRW22_2013,DRW_22,DRW,22,2013,base,Neutral Grassland,6,6.833333333,5.833333333,5,6,1,5.166666667,5.717948718,6.504273504,6.316239316,4.777777778,5.743589744,0.94017094,4.760683761
DRW23_2013,DRW_23,DRW,23,2013,base,Neutral Grassland,6.684210526,7.631578947,8.473684211,5.631578947,5.052631579,2.947368421,4.684210526,6.805031447,7.767295597,9.509433962,5.855345912,5.421383648,3.194968553,4.232704403
DRW24_2013,DRW_24,DRW,24,2013,base,Neutral Grassland,7,8,8.333333333,6,7.5,2.833333333,3,7,8,10.10989011,6.450549451,8.604395604,2.153846154,2.340659341
DRW25_2013,DRW_25,DRW,25,2013,base,Neutral Grassland,5.5,6.3,7.8,5,5.3,1.9,3.7,5.558333333,6.366666667,9.058333333,5.05,6.133333333,1.916666667,2.816666667
DRW26_2013,DRW_26,DRW,26,2013,base,Neutral Grassland,6.818181818,7.818181818,9.272727273,6.090909091,5.818181818,2.818181818,4.272727273,6.875816993,7.875816993,9.215686275,6.078431373,6.359477124,3.496732026,3.37254902
DRW27_2013,DRW_27,DRW,27,2013,base,Neutral Grassland,7.071428571,8.071428571,9.071428571,6.214285714,5.428571429,2.428571429,5.142857143,6.897849462,7.897849462,9.403225806,6.155913978,5.892473118,2.112903226,3.908602151
DRW28_2013,DRW_28,DRW,28,2013,base,Neutral Grassland,6.928571429,7.928571429,9.571428571,6.071428571,5.714285714,2.714285714,4.5,6.993421053,7.993421053,10.10526316,6.421052632,6.651315789,2.888157895,3.059210526
DRW29_2013,DRW_29,DRW,29,2013,base,Neutral Grassland,7.166666667,8.166666667,7,6.333333333,8.666666667,2,2.666666667,7.08,8.08,8.666666667,6.773333333,9.226666667,2.226666667,1.533333333
DRW30_2013,DRW_30,DRW,30,2013,base,Neutral Grassland,7.2,8.2,6,6.2,8.6,1.6,3,7.162790698,8.162790698,7.813953488,6.104651163,8.360465116,1.61627907,3.23255814
DRW31_2013,DRW_31,DRW,31,2013,base,Neutral Grassland,7,8,9.631578947,5.894736842,4.842105263,3.315789474,5.368421053,7,8,9.530054645,5.56284153,5.081967213,3.601092896,5.382513661
DRW32_2013,DRW_32,DRW,32,2013,base,Neutral Grassland,6.857142857,7.857142857,10.28571429,6,5.714285714,2.714285714,5.571428571,7.383333333,8.383333333,10.11666667,6.75,7.016666667,2.933333333,4.05
DRW33_2013,DRW_33,DRW,33,2013,base,Neutral Grassland,7,8,9.111111111,5.444444444,5,2.666666667,5,6.893442623,7.893442623,8.344262295,5.31147541,6,2.81147541,5.057377049
DRW34_2013,DRW_34,DRW,34,2013,base,Neutral Grassland,5.666666667,6.5,7.5,4.5,4.666666667,1.666666667,5.5,5.855555556,6.666666667,6.311111111,4.6,5.766666667,1.144444444,4.711111111
DRW35_2013,DRW_35,DRW,35,2013,base,Neutral Grassland,6.4,7.3,8.9,5.6,7,2.4,3,6.830769231,7.792307692,10.14615385,5.969230769,7.830769231,2.5,2.761538462
DRW36_2013,DRW_36,DRW,36,2013,base,Neutral Grassland,7.142857143,8.142857143,7.571428571,6.285714286,7.428571429,1.714285714,2.285714286,7.180327869,8.180327869,9.106557377,6.229508197,7.475409836,2.073770492,2.5
DRW37_2013,DRW_37,DRW,37,2013,base,Neutral Grassland,7,8,8.545454545,5.727272727,6.636363636,2.454545455,3.636363636,7.02027027,8.02027027,8.858108108,6.02027027,7.912162162,2.283783784,3.27027027
DRW38_2013,DRW_38,DRW,38,2013,base,Neutral Grassland,7.071428571,8.071428571,8.928571429,6.071428571,6,2.571428571,5,6.938596491,7.938596491,8.763157895,6.271929825,5.98245614,2.763157895,4.947368421
DRW39_2013,DRW_39,DRW,39,2013,base,Neutral Grassland,6.916666667,7.916666667,9.916666667,6,5.083333333,2.166666667,7,6.870646766,7.870646766,9.701492537,6.074626866,4.980099502,2.23880597,7.029850746
DRW40_2013,DRW_40,DRW,40,2013,base,Neutral Grassland,6.947368421,7.947368421,9.526315789,6,5.263157895,2.473684211,5.736842105,6.74829932,7.74829932,9.619047619,5.891156463,5.523809524,2.37414966,6.040816327
DRW41_2013,DRW_41,DRW,41,2013,base,Neutral Grassland,6.888888889,7.833333333,8.444444444,6,4.777777778,1.777777778,5.222222222,6.419889503,7.325966851,8.651933702,5.513812155,4.685082873,2,5.585635359
DRW42_2013,DRW_42,DRW,42,2013,base,Neutral Grassland,7.133333333,8.133333333,8.733333333,6.066666667,5.2,3.333333333,5.533333333,6.96350365,7.96350365,8.678832117,5.919708029,5.868613139,3.204379562,4.934306569
DRW43_2013,DRW_43,DRW,43,2013,base,Neutral Grassland,6.916666667,7.916666667,8.083333333,5.5,5,3.583333333,4.583333333,6.870503597,7.870503597,9.251798561,5.338129496,5.294964029,3.755395683,3.510791367
DRW44_2013,DRW_44,DRW,44,2013,base,Neutral Grassland,7,7.866666667,8.4,5.733333333,4.933333333,4,4.6,6.982608696,7.773913043,8.547826087,5.682608696,5.17826087,3.760869565,4.108695652
DRW45_2013,DRW_45,DRW,45,2013,base,Neutral Grassland,5.9375,6.8125,8.5625,4.875,4.5625,3.4375,4.5,5.978873239,6.866197183,9.394366197,5.295774648,4.809859155,3.211267606,4.549295775
DRW46_2013,DRW_46,DRW,46,2013,base,Neutral Grassland,6.3,7.2,8.4,5.1,5.1,4,3.8,6.663793103,7.620689655,9.698275862,5.431034483,5.612068966,4.405172414,3.568965517
DRW47_2013,DRW_47,DRW,47,2013,base,Neutral Grassland,6.736842105,7.684210526,8.210526316,5.736842105,5.684210526,3.684210526,4.157894737,6.97979798,7.974747475,8.686868687,5.909090909,6.207070707,3.595959596,4.287878788
DRW48_2013,DRW_48,DRW,48,2013,base,Neutral Grassland,7,8,9.35,5.7,6.1,3.7,4.55,6.98015873,7.98015873,9.063492063,5.75,5.984126984,4.035714286,4.333333333
DRW49_2013,DRW_49,DRW,49,2013,base,Neutral Grassland,7,8,8.8125,5.875,6.125,2.875,4.4375,6.926666667,7.926666667,8.86,6.106666667,6.933333333,2.1,4.8
DRW50_2013,DRW_50,DRW,50,2013,base,Neutral Grassland,7,8,9.428571429,6,5.571428571,2.571428571,3.714285714,7,8,11.14285714,6.489795918,7.448979592,1.551020408,3.183673469
DRW8_2013,DRW_8,DRW,8,2013,base,Neutral Grassland,6.615384615,7.538461538,9.307692308,5.538461538,5.538461538,2.461538462,5,6.578651685,7.505617978,9.449438202,5.606741573,5.994382022,2.640449438,4.280898876
DRW9_2013,DRW_9,DRW,9,2013,base,Neutral Grassland,7.041666667,8.041666667,9.083333333,5.708333333,5.375,3.416666667,4.916666667,7.128813559,8.128813559,8.911864407,5.698305085,5.288135593,3.457627119,4.86779661
ENS1_2015,ENS_1,ENS,1,2015,base,Montane,6.636363636,7.363636364,8.454545455,3.181818182,2.545454545,6.818181818,1.818181818,6.66875,7.3625,8.69375,3.275,2.4625,7.2,1.825
ENS100_2015,ENS_100,ENS,100,2015,base,Montane,5.25,5.375,5.5,1.75,1.125,2.625,0.5625,6.048780488,6.359756098,6.743902439,2.182926829,1.823170732,4.170731707,0.853658537
ENS101_2015,ENS_101,ENS,101,2015,base,Montane,4.181818182,4.181818182,4.818181818,1.363636364,1.454545455,3.909090909,0.909090909,6.086538462,6.375,7.105769231,2.278846154,1.788461538,6.471153846,1.413461538
ENS102_2015,ENS_102,ENS,102,2015,base,Montane,4.142857143,4.571428571,4.5,1.285714286,1.142857143,3.071428571,0.714285714,5.641025641,5.846153846,6.452991453,2.128205128,1.760683761,5.299145299,1.094017094
ENS103_2015,ENS_103,ENS,103,2015,base,Montane,6,6.5,6.8,2,1.9,5.1,1.3,6.209459459,6.506756757,7.067567568,2.243243243,2.337837838,5.364864865,0.918918919
ENS104_2015,ENS_104,ENS,104,2015,base,Montane,4.384615385,4.846153846,5.153846154,1.538461538,1.384615385,3.230769231,0.692307692,5.048648649,5.340540541,5.854054054,1.837837838,1.762162162,4.005405405,0.756756757
ENS109_2015,ENS_109,ENS,109,2015,base,Montane,5.714285714,6.285714286,6.714285714,1.857142857,1.857142857,4.857142857,1.214285714,5.48,5.89,6.545,1.975,2.34,5.355,0.93
ENS110_2015,ENS_110,ENS,110,2015,base,Montane,6.117647059,6.705882353,7.352941176,2.294117647,1.823529412,5.117647059,1.117647059,6.315270936,6.965517241,7.738916256,2.42364532,2.192118227,5.84729064,1.334975369
ENS111_2015,ENS_111,ENS,111,2015,base,Montane,5.647058824,6.058823529,6.764705882,2.294117647,1.764705882,4.588235294,0.882352941,6.197916667,6.671875,7.239583333,2.302083333,2.286458333,5.375,1.005208333
ENS116_2015,ENS_116,ENS,116,2015,base,Montane,5.384615385,5.615384615,5.846153846,1.692307692,1.230769231,3.307692308,0.769230769,6.184397163,6.418439716,7.028368794,2.234042553,1.794326241,5.219858156,1.304964539
ENS117_2015,ENS_117,ENS,117,2015,base,Montane,5.333333333,5,4.833333333,1.333333333,0.166666667,1.5,0.666666667,5.666666667,4.538461538,4.615384615,1,0.128205128,1.153846154,0.512820513
ENS118_2015,ENS_118,ENS,118,2015,base,Montane,5.25,4.25,4.5,1.5,0.25,2.5,0.25,6.109090909,4.6,4.854545455,1.363636364,0.163636364,1.636363636,0.163636364
ENS125_2015,ENS_125,ENS,125,2015,base,Montane,3.75,4.125,4.0625,1.3125,0.9375,2.125,0.375,5.673469388,5.93877551,6.285714286,2.214285714,1.408163265,4.714285714,0.918367347
ENS126_2015,ENS_126,ENS,126,2015,base,Montane,4.333333333,4.666666667,5.444444444,1.666666667,2,4.666666667,1,5.148148148,5.475308642,6.364197531,1.987654321,2.290123457,5.314814815,1.141975309
ENS127_2015,ENS_127,ENS,127,2015,base,Montane,4.888888889,5.111111111,5.444444444,1.777777778,1.666666667,3.777777778,0.666666667,4.988235294,5.182352941,5.641176471,1.858823529,1.717647059,4.158823529,0.782352941
ENS128_2015,ENS_128,ENS,128,2015,base,Montane,5.272727273,5.636363636,6.272727273,2,2,4.636363636,0.909090909,5.380952381,5.693877551,6.428571429,2.027210884,2.326530612,5.319727891,0.93877551
ENS16_2015,ENS_16,ENS,16,2015,base,Montane,6.5625,7.375,8,2.375,2.125,5.9375,1.375,6.611111111,7.457264957,8.277777778,2.700854701,2.461538462,6.341880342,1.371794872
ENS17_2015,ENS_17,ENS,17,2015,base,Montane,5.8125,6.375,6.6875,2.0625,1.8125,4.75,1.125,6.252688172,6.97311828,7.553763441,2.478494624,2.467741935,5.967741935,1.150537634
ENS18_2015,ENS_18,ENS,18,2015,base,Montane,6.176470588,7,7.411764706,2.529411765,1.588235294,4.117647059,0.705882353,6.274193548,7.258064516,7.822580645,2.505376344,2.634408602,6.290322581,1.037634409
ENS19_2015,ENS_19,ENS,19,2015,base,Montane,6.833333333,7.777777778,8.833333333,2.666666667,2.5,6.944444444,2.055555556,6.858585859,7.671717172,8.651515152,2.838383838,2.343434343,6.777777778,1.828282828
ENS2_2015,ENS_2,ENS,2,2015,base,Montane,6.75,7.25,8.083333333,3.166666667,2.166666667,5.75,2.416666667,6.658959538,7.213872832,8.352601156,3.150289017,2.092485549,6.300578035,1.919075145
ENS20_2015,ENS_20,ENS,20,2015,base,Montane,6.647058824,7.176470588,7.647058824,2.529411765,1.941176471,5.235294118,1.705882353,6.471428571,7.247619048,7.904761905,2.795238095,2.285714286,5.876190476,1.733333333
ENS3_2015,ENS_3,ENS,3,2015,base,Montane,4.923076923,5.384615385,5.230769231,1.538461538,1.230769231,3.307692308,0.769230769,4.968253968,5.571428571,6.031746032,2.095238095,1.976190476,4.896825397,1
ENS32_2015,ENS_32,ENS,32,2015,base,Montane,5.705882353,6.294117647,6.294117647,2.294117647,1.470588235,3.941176471,1,6.073033708,6.887640449,7.264044944,2.511235955,2.348314607,5.443820225,1.011235955
ENS34_2015,ENS_34,ENS,34,2015,base,Montane,7,8.235294118,7.764705882,2.588235294,2.411764706,5.823529412,1.588235294,7.097345133,8.234513274,7.004424779,2.495575221,2.225663717,5.561946903,1.362831858
ENS35_2015,ENS_35,ENS,35,2015,base,Montane,6.352941176,7.058823529,7.294117647,2.529411765,1.705882353,4.941176471,1.411764706,6.274052478,7.069970845,7.551020408,2.717201166,2.163265306,5.443148688,1.38483965
ENS4_2015,ENS_4,ENS,4,2015,base,Montane,4.916666667,5.166666667,5.916666667,1.916666667,1.583333333,4.25,1.083333333,5.423312883,5.680981595,6.325153374,2.067484663,1.828220859,4.883435583,1.055214724
ENS42_2015,ENS_42,ENS,42,2015,base,Montane,6.058823529,6.764705882,6.647058824,2.470588235,1.764705882,4,1.588235294,6.2,7.130769231,7.230769231,2.669230769,2.069230769,5.453846154,1.338461538
ENS44_2015,ENS_44,ENS,44,2015,base,Montane,6.176470588,7,7.235294118,2.058823529,1.882352941,5.176470588,1,6.637681159,7.29468599,8.246376812,2.376811594,2.710144928,6.487922705,1.130434783
ENS46_2015,ENS_46,ENS,46,2015,base,Montane,6.066666667,6.133333333,6.933333333,2.333333333,1.6,3.8,1.066666667,6.298701299,6.857142857,8.032467532,2.720779221,2.779220779,6.311688312,1.11038961
ENS47_2015,ENS_47,ENS,47,2015,base,Montane,6.470588235,7.294117647,7.647058824,2.470588235,1.823529412,4.882352941,1.352941176,6.585253456,7.414746544,8.516129032,2.741935484,2.631336406,6.68202765,1.410138249
ENS48_2015,ENS_48,ENS,48,2015,base,Montane,6.3,6.8,6.55,2.25,1.3,3.85,0.9,6.574257426,7.282178218,7.514851485,2.495049505,2.331683168,5.584158416,1.059405941
ENS49_2015,ENS_49,ENS,49,2015,base,Montane,5.307692308,5.846153846,6.307692308,2.076923077,1.692307692,3.923076923,0.769230769,5.356521739,5.82173913,6.539130435,2.056521739,2.186956522,5.056521739,0.986956522
ENS5_2015,ENS_5,ENS,5,2015,base,Montane,5.25,5.666666667,6.333333333,2.083333333,1.833333333,4.25,0.833333333,6.196969697,6.772727273,7.818181818,2.560606061,2.863636364,6.727272727,1.227272727
ENS50_2015,ENS_50,ENS,50,2015,base,Montane,6.8125,7.75,8.8125,2.75,2.375,6.25,1.6875,6.786096257,7.668449198,8.92513369,2.887700535,2.363636364,7.727272727,1.593582888
ENS61_2015,ENS_61,ENS,61,2015,base,Montane,6.466666667,6.333333333,7,2.333333333,1.133333333,3.333333333,1,6.65060241,7.018072289,8.271084337,2.915662651,2.156626506,6.518072289,1.903614458
ENS62_2015,ENS_62,ENS,62,2015,base,Montane,6,6.315789474,6.684210526,2.631578947,1.526315789,4.315789474,1.421052632,6.446428571,7.023809524,7.94047619,3.101190476,1.904761905,5.916666667,1.797619048
ENS63_2015,ENS_63,ENS,63,2015,base,Montane,6.733333333,7.466666667,8.8,3.4,2.466666667,5.933333333,2.6,6.83908046,7.597701149,9.229885057,3.603448276,2.367816092,6.316091954,2.902298851
ENS64_2015,ENS_64,ENS,64,2015,base,Montane,6.727272727,8.090909091,8.318181818,2.636363636,2.272727273,5.545454545,1.681818182,6.753138075,7.979079498,7.874476987,2.615062762,2.10460251,5.828451883,1.782426778
ENS65_2015,ENS_65,ENS,65,2015,base,Montane,5.8,5.6,6.6,2.2,1.2,4,1.066666667,6.529411765,6.924369748,8.151260504,2.966386555,2.067226891,6.378151261,1.68907563
ENS7_2015,ENS_7,ENS,7,2015,base,NF,7,8,8,3,1,10,1,7,8,8,3,1,10,1
ENS76_2015,ENS_76,ENS,76,2015,base,Montane,3.9,4.2,4.8,1.4,1.6,4.3,1,5.120300752,5.345864662,6.135338346,1.954887218,2.195488722,5.037593985,1
ENS77_2015,ENS_77,ENS,77,2015,base,Montane,5.181818182,5.636363636,5.363636364,1.636363636,1.363636364,3.090909091,0.545454545,6.066176471,6.323529412,6.919117647,2.25,2.227941176,5.058823529,0.970588235
ENS78_2015,ENS_78,ENS,78,2015,base,Montane,6.714285714,6.571428571,6.571428571,2,1.571428571,3.571428571,0.714285714,6.674418605,6.569767442,7.081395349,2.325581395,1.988372093,5.127906977,0.802325581
ENS79_2015,ENS_79,ENS,79,2015,base,Montane,4.181818182,4.545454545,5.363636364,1.545454545,1.909090909,4.545454545,1.090909091,5.152173913,5.572463768,6.52173913,2.007246377,2.355072464,5.543478261,1.246376812
ENS80_2015,ENS_80,ENS,80,2015,base,Montane,4.666666667,5.083333333,5.333333333,1.75,1.583333333,3.583333333,0.583333333,5.352601156,5.630057803,6.184971098,1.98265896,2.075144509,4.705202312,0.843930636
ENS84_2015,ENS_84,ENS,84,2015,base,Montane,4.833333333,5.083333333,5.833333333,1.916666667,1.583333333,4.25,1.083333333,6.26,6.873333333,7.813333333,2.54,2.633333333,6.486666667,1.433333333
ENS85_2015,ENS_85,ENS,85,2015,base,Montane,5.6,6.2,6.733333333,1.933333333,1.733333333,4.533333333,1.133333333,6.306818182,6.727272727,7.556818182,2.335227273,2.204545455,5.772727273,1.505681818
ENS86_2015,ENS_86,ENS,86,2015,base,Montane,4.818181818,5.272727273,5.909090909,2,2,5.363636364,1.454545455,6.210191083,6.707006369,7.789808917,2.388535032,2.834394904,6.76433121,1.477707006
ENS87_2015,ENS_87,ENS,87,2015,base,Montane,5.454545455,5.545454545,5.727272727,1.636363636,1.454545455,3.909090909,0.909090909,6.145299145,6.230769231,6.991452991,2.213675214,2.11965812,5.256410256,1.145299145
ENS88_2015,ENS_88,ENS,88,2015,base,Montane,6.071428571,6.285714286,6.785714286,2.428571429,1.571428571,4.214285714,1.142857143,6.31092437,6.268907563,6.949579832,2.386554622,1.81512605,4.445378151,0.957983193
EPP10_2013,EPP_10,EPP,10,2013,base,Non-target habitat,5.6,6.3,8.2,3.4,4.7,4.7,1.9,6.072289157,7.012048193,9.879518072,3.590361446,5.048192771,6.325301205,2.626506024
EPP11_2013,EPP_11,EPP,11,2013,base,Non-target habitat,5.571428571,6.142857143,7.142857143,2.571428571,4.571428571,4.714285714,0.714285714,6.256410256,6.615384615,7.653846154,2.371794872,3.948717949,4.641025641,0.641025641
EPP12_2013,EPP_12,EPP,12,2013,base,Broadleaved woodland,3,2.5,3.5,2,0,0,0,5.538461538,4.615384615,6.461538462,3.692307692,0,0,0
EPP15_2013,EPP_15,EPP,15,2013,base,Broadleaved woodland,5,6.6,7.4,4.4,3.4,1.6,0.4,5.421052632,6.736842105,7.684210526,4.578947368,5.894736842,2.578947368,0.684210526
EPP16_2013,EPP_16,EPP,16,2013,base,Broadleaved woodland,6,7,8,3,10,1,1,6,7,8,3,10,1,1
EPP17_2013,EPP_17,EPP,17,2013,base,Broadleaved woodland,6,7,7.25,3.5,4.75,1.25,0.5,5.6,6.8,7.1,3.8,1.9,0.5,0.2
EPP18_2013,EPP_18,EPP,18,2013,base,Heathland,6.071428571,6.714285714,8,3.571428571,4,3.642857143,1.642857143,6.111111111,6.727272727,7.898989899,3.464646465,3.555555556,3.858585859,1.616161616
EPP19_2013,EPP_19,EPP,19,2013,base,Broadleaved woodland,5.4,6.8,7.8,4.8,1.4,1.4,0.2,5.291666667,6.958333333,8.291666667,5.291666667,2.479166667,2.479166667,0.354166667
EPP2_2013,EPP_2,EPP,2,2013,base,Broadleaved woodland,6,7,9,6,0,0,0,6,7,9,6,0,0,0
EPP20_2013,EPP_20,EPP,20,2013,base,Broadleaved woodland,5.8,6.8,7.8,3.8,5,2.2,1,5.808510638,6.957446809,8.382978723,4.425531915,6.276595745,3.234042553,1.063829787
EPP23_2013,EPP_23,EPP,23,2013,base,Broadleaved woodland,5.5,6.5,7,4,0,0,0,5.6,6.6,7.4,4.4,0,0,0
EPP26_2013,EPP_26,EPP,26,2013,base,Broadleaved woodland,5.75,6.75,7.25,4.25,1.75,1.75,0.25,5.866666667,6.8,7,4,1.866666667,1.866666667,0.266666667
EPP27_2013,EPP_27,EPP,27,2013,base,Broadleaved woodland,6,7.2,8.6,5.4,4.8,1.8,1.8,5.884615385,7.153846154,8.269230769,4.5,6.230769231,1.153846154,1.615384615
EPP28_2013,EPP_28,EPP,28,2013,base,Broadleaved woodland,5.777777778,6.333333333,6.666666667,2.777777778,0.444444444,1,0.111111111,5.424,6.424,6.272,2.48,0.768,1.728,0.192
EPP33_2013,EPP_33,EPP,33,2013,base,Broadleaved woodland,6.428571429,7.571428571,8.714285714,5.571428571,4.714285714,4.428571429,3.571428571,6.211382114,7.333333333,8.821138211,5.81300813,5.495934959,4.406504065,3.235772358
EPP35_2013,EPP_35,EPP,35,2013,base,Broadleaved woodland,4,7,7,3,0,0,0,4,7,7,3,0,0,0
