obs.ID,PLOT_CODE,SITEABBR,PLOT_ID,YEAR,BASE_REP,TARGET_HAB,light.mean,moist.mean,ph.mean,fert.mean,comp.mean,stress.mean,rud.mean,light.mean.wt,moist.mean.wt,ph.mean.wt,fert.mean.wt,comp.mean.wt,stress.mean.wt,rud.mean.wt
LUD37_2013,LUD_37,LUD,37,2013,base,Lowland fen,7.25,8.25,8.833333333,6.333333333,4.916666667,3.166666667,6.416666667,7.201438849,8.201438849,9.158273381,6.374100719,5.81294964,2.971223022,5.942446043
LUD38_2013,LUD_38,LUD,38,2013,base,Lowland fen,7.272727273,8.272727273,8.727272727,6.363636364,5.727272727,3,5.636363636,7.173652695,8.173652695,8.934131737,6.377245509,5.532934132,2.952095808,6.149700599
LUD39_2013,LUD_39,LUD,39,2013,base,Lowland fen,7.090909091,8.090909091,8.818181818,6.363636364,5.454545455,3,5.818181818,7.117647059,8.117647059,9,6.375,6.522058824,2.441176471,5.352941176
LUD4_2013,LUD_4,LUD,4,2013,base,Lowland fen,7.111111111,8.111111111,9,6.222222222,6.111111111,3.333333333,5.111111111,7.096296296,8.096296296,9.355555556,6.348148148,6.22962963,3.237037037,5.044444444
LUD40_2013,LUD_40,LUD,40,2013,base,Lowland fen,7.125,8.125,8.75,6.25,6.625,2.875,4.875,7.130769231,8.130769231,8.984615385,6.353846154,6.807692308,2.323076923,5.2
LUD41_2013,LUD_41,LUD,41,2013,base,Lowland fen,7.25,8.25,8.666666667,6.166666667,6.25,3.083333333,5.083333333,7.284883721,8.284883721,8.831395349,6.308139535,6.372093023,2.796511628,5.215116279
LUD42_2013,LUD_42,LUD,42,2013,base,Lowland fen,7.2,8.2,7.9,6.3,5.9,2.6,5.8,7.209677419,8.209677419,8.814516129,6.346774194,6.451612903,2.741935484,5.241935484
LUD43_2013,LUD_43,LUD,43,2013,base,Lowland fen,7.214285714,8.214285714,9.214285714,6.214285714,5.285714286,2.357142857,6.357142857,7.300613497,8.300613497,9.625766871,6.435582822,6.45398773,1.889570552,6.042944785
LUD44_2013,LUD_44,LUD,44,2013,base,Lowland fen,7.363636364,8.363636364,8.909090909,6.272727273,6.090909091,2.454545455,5.636363636,6.965517241,7.965517241,8.913793103,6.24137931,6.620689655,2.456896552,5.517241379
LUD45_2013,LUD_45,LUD,45,2013,base,Lowland fen,7.2,8.2,9,5.9,5.8,3.3,5.5,7.081300813,8.081300813,9.276422764,5.975609756,6.398373984,3.06504065,5.268292683
LUD46_2013,LUD_46,LUD,46,2013,base,Lowland fen,6.555555556,7.444444444,7.666666667,5.777777778,6,2.222222222,4.444444444,7.372262774,8.364963504,8.379562044,6.437956204,6.328467153,2.97080292,5.058394161
LUD47_2013,LUD_47,LUD,47,2013,base,Lowland fen,7.111111111,8.111111111,8.666666667,6.222222222,5.111111111,2.777777778,6.555555556,7.024,8.024,8.808,6.296,5.6,2.464,6.528
LUD48_2013,LUD_48,LUD,48,2013,base,Lowland fen,7.076923077,8.076923077,9.307692308,5.769230769,6.538461538,3,4.769230769,7.201834862,8.201834862,9.541284404,5.963302752,5.743119266,3.174311927,5.495412844
LUD49_2013,LUD_49,LUD,49,2013,base,Lowland fen,7,8,8.777777778,5.333333333,5.555555556,4.111111111,5,7.226804124,8.226804124,9.463917526,5.391752577,5.536082474,4.536082474,4.742268041
LUD5_2013,LUD_5,LUD,5,2013,base,Lowland fen,7.333333333,8.333333333,8.888888889,6.222222222,6.444444444,2.555555556,5.444444444,7.101351351,8.101351351,8.864864865,6.175675676,6.047297297,2.689189189,5.986486486
LUD50_2013,LUD_50,LUD,50,2013,base,Lowland fen,6.315789474,7,7.368421053,3.473684211,3.157894737,3.473684211,1.578947368,7.252252252,8.076576577,8.63963964,3.684684685,3.761261261,4.346846847,1.869369369
LUD6_2013,LUD_6,LUD,6,2013,base,Lowland fen,7.142857143,8.142857143,8.785714286,6.142857143,6.214285714,2.857142857,5.214285714,7.217105263,8.217105263,8.769736842,6.276315789,6.802631579,2.513157895,4.953947368
LUD7_2013,LUD_7,LUD,7,2013,base,Lowland fen,6.4,7.3,8.2,5.5,5.7,2.2,5.2,6.945945946,7.939189189,9.189189189,6.108108108,6.358108108,2.527027027,5.581081081
LUD8_2013,LUD_8,LUD,8,2013,base,Lowland fen,7.083333333,8.083333333,9.083333333,6.166666667,5.833333333,2.833333333,5.75,7.036363636,8.036363636,9.381818182,6.172727273,6.536363636,2.909090909,5.209090909
LUD9_2013,LUD_9,LUD,9,2013,base,Lowland fen,7.214285714,8.214285714,9.428571429,6.357142857,6.214285714,2.857142857,5.214285714,7.237410072,8.237410072,9.374100719,6.352517986,6.517985612,2.604316547,5.035971223
LUL1_2011,LUL_1,LUL,1,2011,base,Calcareous grassland,6.3,7.3,8.2,5.9,6.2,5.2,2.9,6.185185185,7.185185185,8.012345679,5.475308642,5.462962963,5.975308642,2.956790123
LUL10_2011,LUL_10,LUL,10,2011,base,Calcareous grassland,6.705882353,7.676470588,7.441176471,5.852941176,4.235294118,6.058823529,3.029411765,6.955172414,7.951724138,7.506896552,6.051724138,3.906896552,6.796551724,2.834482759
LUL11_2011,LUL_11,LUL,11,2011,base,Calcareous grassland,6.8,7.733333333,7.933333333,5.9,4.566666667,5.166666667,4.1,6.741496599,7.734693878,7.850340136,5.758503401,4.911564626,5.496598639,3.976190476
LUL12_2011,LUL_12,LUL,12,2011,base,Calcareous grassland,6.888888889,7.888888889,8.222222222,6,4.555555556,4.555555556,5.388888889,6.527559055,7.527559055,8.393700787,5.787401575,5.102362205,3.984251969,5.480314961
LUL14_2011,LUL_14,LUL,14,2011,base,Calcareous grassland,6.813953488,7.441860465,7.604651163,5.395348837,3.302325581,5.279069767,3.209302326,7.039175258,7.942268041,7.540206186,6.030927835,3.622680412,6.608247423,2.931958763
LUL15_2011,LUL_15,LUL,15,2011,base,Calcareous grassland,6.771428571,7.742857143,8,5.714285714,3.4,5.228571429,4.657142857,6.65917603,7.584269663,8.007490637,5.370786517,3.558052434,5.003745318,4.063670412
LUL16_2011,LUL_16,LUL,16,2011,base,Calcareous grassland,6.833333333,7.738095238,7.595238095,5.785714286,3.666666667,5.880952381,3.571428571,6.877094972,7.731843575,7.653631285,5.974860335,3.893854749,5.997206704,3.203910615
LUL17_2011,LUL_17,LUL,17,2011,base,Calcareous grassland,6.914285714,7.828571429,7.428571429,5.914285714,3.657142857,5.571428571,3.742857143,7.119318182,8.110795455,7.602272727,6.056818182,4.377840909,5.869318182,3.985795455
LUL18_2011,LUL_18,LUL,18,2011,base,Calcareous grassland,6.7,7.7,7.85,6.15,5.15,5.15,4.15,6.543478261,7.543478261,7.836956522,6.097826087,5.625,4.793478261,4.070652174
LUL2_2011,LUL_2,LUL,2,2011,base,Calcareous grassland,6.59375,7.5,7.4375,5.96875,4.65625,5.21875,3.6875,6.620300752,7.522556391,7.721804511,6.007518797,5.097744361,5.30075188,3.345864662
LUL20_2011,LUL_20,LUL,20,2011,base,Calcareous grassland,6.888888889,7.888888889,8.166666667,6.388888889,5.166666667,3.666666667,5.666666667,6.950920245,7.950920245,8.312883436,6.055214724,5.447852761,3.282208589,5.840490798
LUL21_2011,LUL_21,LUL,21,2011,base,Calcareous grassland,6.576923077,7.423076923,7.769230769,5.576923077,4.153846154,3.961538462,4.653846154,6.615062762,7.506276151,7.953974895,5.728033473,4.866108787,3.811715481,4.987447699
LUL22_2011,LUL_22,LUL,22,2011,base,Heathland,6.514285714,7.4,7.457142857,5.114285714,3.514285714,5.942857143,3.4,6.823129252,7.795918367,7.928571429,5.030612245,3.452380952,6.908163265,3.207482993
LUL24_2011,LUL_24,LUL,24,2011,base,Calcareous grassland,6.666666667,7.638888889,7.833333333,6.138888889,5.361111111,4.083333333,4.444444444,6.655963303,7.651376147,8.068807339,6.123853211,5.568807339,4.944954128,3.853211009
LUL25_2011,LUL_25,LUL,25,2011,base,Heathland,6.80952381,7.666666667,8.142857143,5.19047619,4.380952381,4.80952381,4.523809524,6.719387755,7.68877551,7.984693878,5.193877551,4.596938776,5.357142857,4.397959184
LUL26_2011,LUL_26,LUL,26,2011,base,Heathland,6.85,7.85,8,5.15,3.65,6.8,3.7,6.836158192,7.836158192,7.892655367,4.779661017,4.242937853,7.446327684,2.310734463
LUL28_2011,LUL_28,LUL,28,2011,base,Heathland,6.590909091,7.590909091,8.045454545,6.409090909,5.272727273,4.636363636,4.545454545,6.443113772,7.443113772,8.281437126,6.077844311,5.45508982,5.305389222,3.724550898
LUL29_2011,LUL_29,LUL,29,2011,base,Heathland,6.473684211,7.421052632,7.894736842,4.684210526,4.263157895,5.789473684,3.526315789,6.682119205,7.668874172,7.874172185,4.38410596,4.887417219,6.344370861,3.066225166
LUL3_2011,LUL_3,LUL,3,2011,base,Calcareous grassland,7.25,8.178571429,7.607142857,6.071428571,3.571428571,6.035714286,3.357142857,7.147727273,8.005681818,7.71875,5.741477273,3.53125,6.309659091,3.207386364
LUL35_2011,LUL_35,LUL,35,2011,base,Heathland,6.722222222,7.611111111,7.444444444,5.583333333,3.361111111,5.861111111,2.861111111,6.925925926,7.843304843,7.54985755,5.720797721,3.179487179,6.863247863,2.792022792
LUL36_2011,LUL_36,LUL,36,2011,base,Calcareous grassland,7,7.967741935,7.322580645,6.096774194,3.774193548,5.580645161,4.451612903,7.075163399,8.068627451,7.555555556,6.019607843,4.330065359,5.781045752,4.22875817
LUL37_2011,LUL_37,LUL,37,2011,base,Calcareous grassland,7,8,8.125,5.625,4.375,4.8125,5.25,6.90797546,7.90797546,8.110429448,5.601226994,4.754601227,4.858895706,5.012269939
LUL39_2011,LUL_39,LUL,39,2011,base,Calcareous grassland,6.933333333,7.933333333,8.2,5.6,4.6,5.2,4.6,6.811594203,7.811594203,8.195652174,5.572463768,4.97826087,4.826086957,4.760869565
LUL4_2011,LUL_4,LUL,4,2011,base,Calcareous grassland,6.857142857,7.6,7.742857143,5.571428571,3.571428571,5.657142857,3.285714286,7.067669173,7.909774436,7.854636591,5.771929825,3.972431078,5.694235589,3.523809524
LUL40_2011,LUL_40,LUL,40,2011,base,Calcareous grassland,7.194444444,7.888888889,7.694444444,6.027777778,3.333333333,5.361111111,3.527777778,7.215736041,7.961928934,7.736040609,5.771573604,3.215736041,6.218274112,3.233502538
LUL41_2011,LUL_41,LUL,41,2011,base,Calcareous grassland,6.607142857,7.571428571,7.357142857,6.178571429,4.892857143,5.321428571,3.714285714,6.707762557,7.703196347,7.698630137,6.132420091,5.310502283,5.735159817,3.506849315
LUL43_2011,LUL_43,LUL,43,2011,base,Calcareous grassland,6.783783784,7.702702703,7.621621622,5.648648649,3.945945946,6.135135135,3.351351351,6.863372093,7.831395349,7.729651163,5.636627907,3.956395349,6.834302326,3.029069767
LUL44_2011,LUL_44,LUL,44,2011,base,Calcareous grassland,6.388888889,7.444444444,7.944444444,5.277777778,4,4.277777778,3.666666667,6.538011696,7.549707602,8.076023392,5.222222222,4.85380117,5.467836257,3.415204678
LUL46_2011,LUL_46,LUL,46,2011,base,Calcareous grassland,7,7.731707317,7.658536585,5.731707317,3.268292683,5.073170732,3.731707317,7.046753247,7.885714286,7.514285714,6.033766234,3.464935065,5.384415584,3.550649351
LUL5_2011,LUL_5,LUL,5,2011,base,Calcareous grassland,6.692307692,7.692307692,8.076923077,6,5.346153846,4.730769231,4.384615385,6.473429952,7.473429952,7.975845411,5.700483092,5.473429952,5.314009662,3.657004831
LUL50_2011,LUL_50,LUL,50,2011,base,Calcareous grassland,6.75,7.642857143,7.607142857,5.285714286,3.964285714,5.821428571,3.321428571,6.70890411,7.643835616,7.773972603,4.79109589,3.982876712,6.746575342,2.712328767
LUL51_2011,LUL_51,LUL,51,2011,base,Calcareous grassland,6.6875,7.625,7.65625,5.34375,3.53125,6.0625,3.15625,6.805555556,7.725308642,7.858024691,4.864197531,3.885802469,6.555555556,2.904320988
LUL52_2011,LUL_52,LUL,52,2011,base,Calcareous grassland,6.88372093,7.674418605,7.697674419,5.372093023,3.441860465,5.604651163,3.372093023,6.965299685,7.876971609,7.646687697,5.842271293,3.52681388,6.324921136,3.621451104
LUL53_2011,LUL_53,LUL,53,2011,base,Calcareous grassland,6.838709677,7.741935484,7.580645161,5.451612903,3.35483871,6.322580645,3.451612903,6.562691131,7.464831804,7.226299694,5.397553517,3.048929664,6.914373089,2.752293578
LUL54_2011,LUL_54,LUL,54,2011,base,Broadleaved woodland,5.833333333,6.777777778,8.333333333,6.166666667,4.222222222,3.777777778,2.833333333,5.764705882,6.772058824,8.595588235,5.889705882,3.367647059,3.5,3.294117647
LUL55_2011,LUL_55,LUL,55,2011,base,Broadleaved woodland,6.368421053,7.368421053,8.157894737,6.315789474,5.842105263,5.631578947,3.052631579,6.270588235,7.270588235,7.952941176,6.205882353,6.011764706,5.329411765,3.070588235
LUL56_2011,LUL_56,LUL,56,2011,base,Calcareous grassland,5.794117647,6.705882353,7.735294118,5.735294118,4.470588235,4.382352941,3.529411765,5.940092166,6.926267281,7.953917051,6.368663594,5.359447005,5.32718894,3.350230415
LUL57_2011,LUL_57,LUL,57,2011,base,Calcareous grassland,6.448275862,7.482758621,8.206896552,6.551724138,5.862068966,3.24137931,4.448275862,6.523076923,7.592307692,8.5,6.246153846,5.923076923,3.753846154,3.776923077
LUL58_2011,LUL_58,LUL,58,2011,base,Heathland,7.125,8.0625,7.78125,5.65625,3.71875,6.3125,3.65625,6.967123288,7.857534247,7.783561644,5.457534247,3.471232877,6.843835616,2.843835616
LUL59_2011,LUL_59,LUL,59,2011,base,Heathland,6.8125,7.8125,8,5.78125,4.3125,5.59375,4.40625,6.614379085,7.614379085,8.032679739,5.745098039,4.751633987,5.712418301,3.777777778
LUL61_2011,LUL_61,LUL,61,2011,base,Calcareous grassland,6.333333333,7.25,7.166666667,5.833333333,4.833333333,3.833333333,4.666666667,6.5,7.4921875,8.2578125,5.84375,5.3125,3.890625,5.3046875
LUL62_2011,LUL_62,LUL,62,2011,base,Calcareous grassland,6.314285714,7.171428571,7.314285714,4.942857143,3.485714286,6,3,6.278551532,7.133704735,7.47632312,4.467966574,3.286908078,6.415041783,2.665738162
LUL63_2011,LUL_63,LUL,63,2011,base,Calcareous grassland,6.916666667,7.666666667,7.583333333,5.694444444,3.666666667,5.333333333,3.194444444,7.160087719,7.890350877,7.662280702,5.824561404,3.63377193,6.032894737,2.890350877
LUL64_2011,LUL_64,LUL,64,2011,base,Calcareous grassland,6.75,7.75,8.05,5.85,4.95,4.3,5.2,6.69273743,7.69273743,8.111731844,6.039106145,5.195530726,4.206703911,4.899441341
LUL65_2011,LUL_65,LUL,65,2011,base,Broadleaved woodland,6,7,8.2,6,5.6,6,2.866666667,5.970588235,6.970588235,8,6.220588235,5.911764706,6,2.455882353
LUL66_2011,LUL_66,LUL,66,2011,base,Calcareous grassland,6.571428571,7.571428571,8.142857143,5,5.214285714,5.857142857,3.214285714,6.573964497,7.573964497,8.147928994,4.668639053,5.591715976,5.130177515,3.520710059
LUL67_2011,LUL_67,LUL,67,2011,base,Calcareous grassland,6.787878788,7.545454545,7.757575758,5.333333333,3.606060606,5.787878788,3.424242424,6.926153846,7.738461538,7.864615385,5.064615385,3.427692308,5.883076923,3.461538462
LUL69_2011,LUL_69,LUL,69,2011,base,Calcareous grassland,6.795454545,7.772727273,7.704545455,5.863636364,4.068181818,5.75,4.068181818,6.939759036,7.929718876,7.773092369,6.008032129,4.236947791,5.5562249,4.435742972
LUL70_2011,LUL_70,LUL,70,2011,base,Broadleaved woodland,5.9375,7,8.3125,6.25,5.0625,3.75,3.375,5.751879699,6.939849624,8.518796992,6.248120301,4.090225564,2.060150376,2.781954887
LUL8_2011,LUL_8,LUL,8,2011,base,Calcareous grassland,6.838709677,7.741935484,7.870967742,5.322580645,3.612903226,6.806451613,2.709677419,6.914040115,7.865329513,7.713467049,5.41260745,3.435530086,7.361031519,2.561604585
MAL1_2013,MAL_1,MAL,1,2013,base,Upland blanket bog,6.333333333,7.666666667,7.222222222,2.388888889,1.611111111,2.722222222,0.388888889,6.626262626,7.616161616,7.505050505,2.303030303,2.474747475,3.282828283,0.434343434
MAL10_2013,MAL_10,MAL,10,2013,base,Upland blanket bog,6.428571429,8.047619048,7.095238095,2.047619048,1.619047619,3.285714286,0.476190476,6.412844037,7.868501529,7.574923547,1.911314985,2.006116208,4.483180428,0.5382263
MAL11_2013,MAL_11,MAL,11,2013,base,Upland blanket bog,6.5,7.857142857,7.928571429,2.142857143,2.214285714,4.357142857,0.5,7.007194245,8.244604317,8.920863309,2.086330935,2.935251799,6.352517986,0.712230216
MAL12_2013,MAL_12,MAL,12,2013,base,Upland blanket bog,6.2,7.466666667,7.533333333,1.866666667,2.533333333,4.533333333,0.533333333,6.934210526,7.815789474,8.75,2.098684211,3.322368421,6.381578947,0.736842105
MAL13_2013,MAL_13,MAL,13,2013,base,Upland blanket bog,6.466666667,7.4,6.6,2,1.333333333,3,0.333333333,7.166666667,8.21969697,7.772727273,1.977272727,2.272727273,5.113636364,0.568181818
MAL14_2013,MAL_14,MAL,14,2013,base,Upland blanket bog,6.571428571,7.428571429,8.285714286,2,2.928571429,5.428571429,0.785714286,7.2375,8.1125,9.3125,2.14375,3.0625,6.5,0.90625
MAL15_2013,MAL_15,MAL,15,2013,base,Upland blanket bog,6.777777778,8,7.833333333,2,2.166666667,4.277777778,0.666666667,7.339506173,8.339506173,8.635802469,1.722222222,2.25308642,4.845679012,0.641975309
MAL16_2013,MAL_16,MAL,16,2013,base,Upland blanket bog,6.153846154,7.769230769,7.153846154,2,2.307692308,3.846153846,0.461538462,6.6875,7.805555556,7.694444444,1.965277778,2.729166667,5.229166667,0.604166667
MAL17_2013,MAL_17,MAL,17,2013,base,Upland blanket bog,6.684210526,7.947368421,7.421052632,2.157894737,2,3.578947368,0.421052632,7.098958333,8.265625,8.114583333,2.151041667,2.734375,5.104166667,0.59375
MAL18_2013,MAL_18,MAL,18,2013,base,Upland blanket bog,7.142857143,8.285714286,7.928571429,1.928571429,2.214285714,4.928571429,0.928571429,7.25210084,8.487394958,8.546218487,2.226890756,3,5.537815126,0.806722689
MAL19_2013,MAL_19,MAL,19,2013,base,Upland blanket bog,6.357142857,8,7.928571429,2.357142857,2.285714286,4.071428571,0.714285714,7.294573643,8.325581395,8.643410853,2.023255814,2.589147287,5.728682171,0.697674419
MAL2_2013,MAL_2,MAL,2,2013,base,Upland blanket bog,6.4375,7.6875,7.5,2.4375,1.8125,3.5625,0.8125,6.75,7.714285714,8.142857143,2.19047619,2.148809524,5.107142857,1.071428571
MAL20_2013,MAL_20,MAL,20,2013,base,Upland blanket bog,6.823529412,8.058823529,7.823529412,1.823529412,2.058823529,4.588235294,0.823529412,7.309352518,8.201438849,8.762589928,2.122302158,2.460431655,5.654676259,0.755395683
MAL21_2013,MAL_21,MAL,21,2013,base,Non-target habitat,7.022222222,8.155555556,9.266666667,4.511111111,1.911111111,3.755555556,2.4,7.328282828,8.308080808,9.853535354,4.671717172,2.078282828,4.868686869,2.381313131
MAL22_2013,MAL_22,MAL,22,2013,base,Non-target habitat,7.25,8.28125,9.03125,3.53125,2.125,5.53125,2.25,7.462025316,8.477848101,9.424050633,3.636075949,2.42721519,6.851265823,1.680379747
MAL23_2013,MAL_23,MAL,23,2013,base,Non-target habitat,6.861111111,7.722222222,8.944444444,3.25,2.138888889,4.805555556,1.888888889,7.157718121,8.22147651,8.973154362,3.137583893,2.234899329,5.583892617,1.758389262
MAL24_2013,MAL_24,MAL,24,2013,base,Non-target habitat,7.022222222,7.777777778,8.733333333,4.266666667,2.177777778,4.555555556,1.844444444,7.105011933,7.828162291,9.136038186,4.303102625,2.186157518,5.520286396,1.785202864
MAL25_2013,MAL_25,MAL,25,2013,base,Non-target habitat,6.840909091,7.886363636,9.227272727,4.477272727,2.886363636,4.522727273,2.795454545,7.014861996,7.989384289,9.592356688,4.430997877,2.6985138,5.496815287,2.430997877
MAL26_2013,MAL_26,MAL,26,2013,base,Non-target habitat,6.921052632,7.868421053,8.973684211,4.421052632,2.578947368,4.157894737,2.789473684,7.356687898,8.372611465,9.391719745,4.557324841,2.181528662,5.49044586,2.353503185
MAL27_2013,MAL_27,MAL,27,2013,base,Non-target habitat,7.111111111,8.111111111,9.851851852,4.703703704,2.62962963,5,2.555555556,7.29787234,8.184397163,10.25531915,4.358156028,2.386524823,5.205673759,2.15248227
MAL28_2013,MAL_28,MAL,28,2013,base,Non-target habitat,6.888888889,7.666666667,8.888888889,3.962962963,2.703703704,5.148148148,2.444444444,6.964285714,7.691964286,9.25,3.758928571,2.732142857,6.165178571,2.40625
MAL29_2013,MAL_29,MAL,29,2013,base,Non-target habitat,7.523809524,8.571428571,8.80952381,3,3,5.571428571,2.285714286,7.580645161,8.669354839,9.181451613,3.241935484,3.112903226,5.661290323,2.350806452
MAL3_2013,MAL_3,MAL,3,2013,base,Upland blanket bog,5.846153846,7.307692308,5.846153846,1.923076923,0.923076923,2.076923077,0.230769231,6.04587156,7.04587156,6.917431193,1.944954128,1.944954128,4.376146789,0.486238532
MAL30_2013,MAL_30,MAL,30,2013,base,Non-target habitat,7.125,8.208333333,8.166666667,3.166666667,2.75,4.541666667,1.625,7.508547009,8.641025641,9.102564103,3.115384615,3.068376068,6.064102564,1.965811966
MAL31_2013,MAL_31,MAL,31,2013,base,Non-target habitat,7.260869565,8.347826087,9.086956522,3.086956522,2.304347826,5.173913043,1.52173913,7.35117773,8.443254818,9.734475375,3.032119914,2.715203426,6.244111349,1.850107066
MAL32_2013,MAL_32,MAL,32,2013,base,Non-target habitat,7.166666667,7.916666667,9.458333333,4.625,1.833333333,4.625,1.583333333,7.441947566,8.34082397,9.805243446,5.018726592,1.831460674,4.868913858,1.142322097
MAL33_2013,MAL_33,MAL,33,2013,base,Non-target habitat,7.423076923,8.115384615,10.15384615,4.846153846,2.076923077,5.076923077,1.807692308,7.717472119,8.460966543,10.50557621,4.832713755,2.033457249,5.513011152,1.769516729
MAL34_2013,MAL_34,MAL,34,2013,base,Non-target habitat,7.043478261,7.913043478,9.52173913,4.782608696,2.173913043,4.739130435,2.826086957,7.086655113,7.963604853,9.837088388,4.766031196,2.582322357,4.960138648,2.266897747
MAL35_2013,MAL_35,MAL,35,2013,base,Non-target habitat,7.32,8.12,9.4,4.72,2.4,4.72,2.32,7.675925926,8.523148148,9.962962963,4.736111111,2.773148148,4.615740741,2.115740741
MAL36_2013,MAL_36,MAL,36,2013,base,Non-target habitat,6.821428571,7.535714286,9.107142857,4.357142857,2.678571429,4.714285714,3,7.267175573,7.908396947,9.687022901,4.309160305,2.496183206,5.755725191,2.427480916
MAL37_2013,MAL_37,MAL,37,2013,base,Non-target habitat,6.826086957,7.52173913,8.695652174,4.304347826,2.608695652,4.434782609,2.695652174,6.853211009,7.399082569,8.697247706,3.931192661,1.876146789,5.444954128,2.339449541
MAL38_2013,MAL_38,MAL,38,2013,base,Non-target habitat,7.413793103,8.137931034,9.827586207,4.896551724,2,5.034482759,2.482758621,7.626415094,8.252830189,10.4490566,4.569811321,2.430188679,5.433962264,2.211320755
MAL39_2013,MAL_39,MAL,39,2013,base,Non-target habitat,7,7.882352941,8.676470588,4.470588235,2.823529412,4.705882353,2.676470588,7.323899371,8.251572327,9.487421384,4.644654088,2.811320755,6.066037736,2.641509434
MAL4_2013,MAL_4,MAL,4,2013,base,Upland blanket bog,6.117647059,7.058823529,6.882352941,1.823529412,2.235294118,4,0.470588235,6.35,7.625,7.7875,1.875,2.525,5.24375,0.59375
MAL40_2013,MAL_40,MAL,40,2013,base,Non-target habitat,6.6,7.366666667,8.4,3.9,1.666666667,4,1.6,7.19005848,8.157894737,9.330409357,4.374269006,2.055555556,5.312865497,1.830409357
MAL41_2013,MAL_41,MAL,41,2013,base,Non-target habitat,6.724137931,7.137931034,8.655172414,4.827586207,1.896551724,4.655172414,1.931034483,6.875647668,7.233160622,8.528497409,5.14507772,1.979274611,4.808290155,2.005181347
MAL42_2013,MAL_42,MAL,42,2013,base,Non-target habitat,6.6,7.2,8.166666667,4.633333333,2.1,4.066666667,2.7,6.764705882,7.474509804,8.466666667,4.796078431,2.180392157,4.807843137,2.466666667
MAL43_2013,MAL_43,MAL,43,2013,base,Non-target habitat,5.833333333,6.541666667,9.041666667,4.958333333,1.75,3.041666667,1.458333333,5.596899225,6.341085271,9.379844961,5.085271318,1.581395349,2.007751938,1.07751938
MAL44_2013,MAL_44,MAL,44,2013,base,Non-target habitat,6.870967742,7.225806452,8.903225806,4.935483871,1.64516129,4.35483871,2.451612903,7.129411765,7.623529412,8.858823529,5.302941176,1.414705882,4.929411765,1.932352941
MAL45_2013,MAL_45,MAL,45,2013,base,Non-target habitat,5.380952381,6.428571429,8.476190476,4.857142857,2.095238095,3.619047619,2.19047619,5.640625,6.28125,8.8671875,4.703125,2.109375,4.0078125,1.640625
MAL46_2013,MAL_46,MAL,46,2013,base,Non-target habitat,5.3125,6,9.125,5.5625,2.5,3.125,2.5,5,5.64,9.2,5.38,2.12,3.34,2.28
MAL47_2013,MAL_47,MAL,47,2013,base,Non-target habitat,6.266666667,7,7.866666667,5.466666667,2.133333333,5.533333333,2.133333333,6.142857143,6.714285714,8.666666667,5.321428571,1.738095238,3.94047619,2.297619048
MAL48_2013,MAL_48,MAL,48,2013,base,Non-target habitat,5.96,6.4,8.6,4.8,2.04,4.28,1.8,5.406593407,6.032967033,8.703296703,5.340659341,2.582417582,4.901098901,2.153846154
MAL49_2013,MAL_49,MAL,49,2013,base,Non-target habitat,6.424242424,7.060606061,8.575757576,5.515151515,1.878787879,5.242424242,2.818181818,6.295454545,6.787878788,8.742424242,5.060606061,1.522727273,4.507575758,1.848484848
MAL5_2013,MAL_5,MAL,5,2013,base,Upland blanket bog,6.263157895,7.947368421,6.736842105,2.157894737,1.105263158,2.894736842,0.315789474,6.641509434,7.981132075,7.522012579,1.974842767,2.044025157,4.842767296,0.534591195
MAL50_2013,MAL_50,MAL,50,2013,base,Non-target habitat,6.166666667,6.833333333,8.25,4.944444444,1.666666667,4.722222222,1.972222222,6.4765625,7.15234375,8.05078125,4.828125,1.54296875,4.9609375,1.4765625
MAL51_2013,MAL_51,MAL,51,2013,base,Non-target habitat,6.6,7.6,9.371428571,4.457142857,3.285714286,3.971428571,2.942857143,6.842239186,7.727735369,9.86259542,4.597964377,3.814249364,4.330788804,2.82697201
MAL52_2013,MAL_52,MAL,52,2013,base,Non-target habitat,6.636363636,7.727272727,9.484848485,4.727272727,4,3.818181818,2.606060606,6.771186441,7.790960452,9.5,5.098870056,4.731638418,3.988700565,2.788135593
MAL6_2013,MAL_6,MAL,6,2013,base,Upland blanket bog,6.105263158,7.210526316,6.157894737,1.789473684,1.263157895,2.736842105,0.473684211,6.4,7.68,7.12,1.708571429,1.994285714,4.434285714,0.657142857
MAL7_2013,MAL_7,MAL,7,2013,base,Upland blanket bog,5.176470588,7.176470588,5.941176471,2.235294118,0.705882353,1.588235294,0.176470588,6.1,7.507692308,7,2.2,1.569230769,3.530769231,0.392307692
MAL8_2013,MAL_8,MAL,8,2013,base,Upland blanket bog,5.8125,7.125,6.375,1.9375,1.25,2.6875,0.5,6.288888889,7.288888889,7.585185185,1.918518519,2.311111111,4.807407407,0.755555556
MAL9_2013,MAL_9,MAL,9,2013,base,Upland blanket bog,6.611111111,8.333333333,7,2.055555556,1.5,3.444444444,0.5,6.879432624,8.028368794,7.524822695,1.978723404,2.063829787,4.65248227,0.531914894
MAR1_2010,MAR_1,MAR,1,2010,base,Calcareous grassland,7.22,8.08,7.64,6.36,3.22,5.5,3.34,7.281954887,8.231203008,7.392857143,6.791353383,3.669172932,5.736842105,3.368421053
